Szó,Szófajok
előcsíráztatás,főnév
előd,főnév
elődöntő,főnév
előélet,főnév
előénekel,ige
előénekes,főnév
előérzet,főnév
előeste,főnév
előétel,főnév
élőfej,főnév
előfeltétel,főnév
előfizet,ige
előfizetés,főnév
előfizető,főnév|melléknév
előfogat,főnév
előfordul,ige
előfutam,főnév
előfutár,főnév
előfüggöny,főnév
előgyakorlat,főnév
előgyártás,főnév
előgyújtás,főnév
előhad,főnév
előhalász,ige
élőhalott,főnév|melléknév
előhang,főnév
előharcos,főnév
előhasi,melléknév
előhegy,főnév
előhírnök,főnév
előhív,ige
előhívás,főnév
előhívó,főnév|melléknév
előhoz,ige
előhozakodik,ige
előhúz,ige
előidejű,melléknév
előidejűség,főnév
előidény,főnév
előidéz,ige
előimádkozó,főnév|melléknév
előír,ige
előirányoz,ige
előirányzat,főnév
előírás,főnév
előírásos,melléknév
előírt,melléknév
előiskola,főnév
előismeret,főnév
előítélet,főnév
előjáték,főnév
előjegyez,ige
előjegyzés,főnév
előjel,főnév
előjog,főnév
előjön,ige
előkap,ige
előke,főnév
előkelő,főnév|melléknév
előkelőség,főnév
előkelősködik,ige
élőkép,főnév
előképzettség,főnév
előképző,főnév|melléknév
előkér,ige
előkeres,ige
előkerít,ige
előkert,főnév
előkerül,ige
előkészít,ige
előkészítés,főnév
előkészül,ige
előkészület,főnév
előkiált,ige
előkotor,ige
elöl,ige|határozószó
elől,névutó
előlap,főnév
előle,határozószó|névutó
előleg,főnév
előleges,melléknév
előlegez,ige
élőlény,főnév
előlép,ige
előlépés,főnév
előléptet,ige
előléptetés,főnév
elöljáró,főnév|melléknév
elöljáróság,főnév
elöltöltő,melléknév
elölülő,főnév
előmelegít,ige
előmenetel,főnév
előmérkőzés,főnév
elömlik,ige
előmozdít,ige
előmunkálat,főnév
előmunkás,főnév
előmutat,ige
előnév,főnév
elönt,ige
előny,főnév
előnyomás,főnév
előnyomul,ige
előnyomulás,főnév
előnyös,melléknév
előnytelen,melléknév
előolvas,ige
előőrs,főnév
előparancsol,ige
előpattan,ige
előrag,főnév
előrajzik,ige
előrajzol,ige
előránt,ige
előre,határozószó|igekötő
előrebocsát,ige
előrecsuklik,ige
elöregedik,ige
előregyártás,főnév
előregyártott,melléknév
előrehajlik,ige
előrehajol,ige
előrehalad,ige
előreigazít,ige
előrejön,ige
előrekeltez,ige
előrelátás,főnév
előreláthatólag,határozószó
előrelátó,főnév|melléknév
előremegy,ige
előrenyomul,ige
előrész,főnév
előreszegez,ige
előreszökik,ige
előretart,ige
előretol,ige
előretör,ige
előreugrik,ige
előrevet,ige
előrevisz,ige
előrohan,ige
előront,ige
előrukkol,ige
élősdi,főnév|melléknév
elősegít,ige
élősködik,ige
élősködő,főnév|melléknév
elősorol,ige
élősövény,főnév
élősúly,főnév
előszámlál,ige
előszámol,ige
előszed,ige
előszél,főnév
előszeretet,főnév
előszezon,főnév
előszó,főnév
élőszó,főnév
előszoba,főnév
előszobafal,főnév
előszobázik,ige
először,határozószó
előszöri,melléknév
előtag,főnév
előtalál,ige
előtálal,ige
előtámad,ige
előtámolyog,ige
előtáncos,főnév
előtanulmány,főnév
előtér,főnév
előterem,ige|főnév
előteremt,ige
előterep,főnév
előterjeszt,ige
előterjesztés,főnév
előtét,főnév
előtódul,ige
előtoppan,ige
előtör,ige
előtt,névutó
előtte,határozószó|névutó
előttemez,ige
előtti,melléknév
előtűnik,ige
előugrik,ige
elővarázsol,ige
előváros,főnév
elővásárlási,melléknév
elővéd,főnév
elővesz,ige
elővétel,főnév
elővezet,ige
elővigyázat,főnév
elővigyázatos,melléknév
előz,ige
előzék,főnév
előzékeny,melléknév
előzéklap,főnév
előzés,főnév
előzetes,melléknév
előzködik,ige
előzmény,főnév
előző,főnév|melléknév
előzőleg,határozószó
elözönlik,ige
elözönöl,ige
elpáhol,ige
elpalástol,ige
elpályázik,ige
elpanamáz,ige
elpanaszol,ige
elparasztosodik,ige
elparentál,ige
elparlagiasodik,ige
elpárolog,ige
elpártol,ige
elpasszol,ige
elpatkol,ige
elpattan,ige
elpazarol,ige
elperel,ige
elpereskedik,ige
elpihen,ige
elpilled,ige
elpipál,ige
elpipázik,ige
elpirul,ige
elpiszkolódik,ige
elpiszmog,ige
elpityeredik,ige
elpocsékol,ige
elpolgáriasodik,ige
elporlad,ige
elporlik,ige
elporol,ige
elposványosodik,ige
elpotyáz,ige
elprédál,ige
elpróbál,ige
elproletárosodik,ige
elproletarizálódik,ige
elpucol,ige
elpufogtat,ige
elpuhít,ige
elpuhul,ige
elpukkan,ige
elpuskáz,ige
elpusztít,ige
elpusztul,ige
elrabol,ige
elrág,ige
elragad,ige
elragadó,melléknév
elragadtat,ige
elragadtatás,főnév
elragadtatva,határozószó
elrágódik,ige
elrajzol,ige
elrak,ige
elraktároz,ige
elránt,ige
elrebeg,ige
elrejt,ige
elrejtőzik,ige
elreked,ige
elrekeszt,ige
elrekkent,ige
elrekvirál,ige
elrémít,ige
elrémül,ige
elrendel,ige
elrendez,ige
elreped,ige
elrepeszt,ige
elrepít,ige
elrepül,ige
elrestell,ige
elreszel,ige
elreteszel,ige
elrettent,ige
elrettentő,melléknév
elrévedezik,ige
elrévül,ige
elrezzent,ige
elriad,ige
elriaszt,ige
elringat,ige
elrobog,ige
elrohan,ige
elrománosodik,ige
elrombol,ige
elromlik,ige
elrongyol,ige
elrongyolódik,ige
elront,ige
elrothad,ige
elröhög,ige
elröppen,ige
elrúg,ige
elrugaszkodik,ige
elrugaszkodott,melléknév
elrútít,ige
elsajátít,ige
elsáncol,ige
elsápad,ige
elsápaszt,ige
elsárgul,ige
elsatnyul,ige
elsavanyít,ige
elsavanyodik,ige
elseje,főnév
elsekélyesedik,ige
elsekélyesít,ige
elsenyved,ige
elsétál,ige
elsiet,ige
elsikkad,ige
elsikkaszt,ige
elsiklik,ige
elsimít,ige
elsimul,ige
elsinkófál,ige
elsír,ige
elsirat,ige
elsivatagosodik,ige
elsodor,ige
elsokasodik,ige
elsomfordál,ige
elsompolyog,ige
elsorol,ige
elsorvad,ige
elsorvaszt,ige
elsóz,ige
elsőbb,melléknév|határozószó
elsőbben,határozószó
elsőbbség,főnév
elsődleges,melléknév
elsőéves,főnév|melléknév
elsőhetes,melléknév
elsöpör,ige
elsőrangú,melléknév
elsőrendű,melléknév
elsős,főnév|melléknév
elsőség,főnév
elsősegély,főnév
elsősorban,határozószó
elsőszülött,főnév|melléknév
elsötétedik,ige
elsötétít,ige
elsötétítés,főnév
elsötétül,ige
élsportoló,főnév
elsuhan,ige
elsújt,ige
elsuttog,ige
elsül,ige
elsüllyed,ige
elsüllyeszt,ige
elsüpped,ige
elsüt,ige
elszab,ige
elszabadul,ige
elszabotál,ige
elszaggat,ige
elszakad,ige
elszakadás,főnév
elszakít,ige
elszakul,ige
elszalad,ige
elszalajt,ige
elszalaszt,ige
elszáll,ige
elszállásol,ige
elszállingózik,ige
elszállít,ige
elszámlál,ige
elszámol,ige
elszámolás,főnév
elszán,ige
elszánt,ige|melléknév
elszaporít,ige
elszaporodik,ige
elszárad,ige
elszármazik,ige
elszarusodik,ige
elszaval,ige
elszed,ige
elszédít,ige
elszédül,ige
elszeg,ige
elszegényedik,ige
elszegényít,ige
elszegődik,ige
elszéled,ige
elszelel,ige
elszemtelenedik,ige
elszenderedik,ige
elszenderül,ige
elszenesedik,ige
elszenesít,ige
elszenved,ige
elszeret,ige
elszerez,ige
elszerződik,ige
elszerződtet,ige
elszigetel,ige
elszigetelődik,ige
elszigetelt,melléknév
elszíneződik,ige
elszíntelenedik,ige
elszív,ige
elszivárog,ige
elszível,ige
elszlávosít,ige
elszlovákosodik,ige
elszokik,ige
elszoktat,ige
elszól,ige
elszólás,főnév
elszolgál,ige
elszólít,ige
elszomorít,ige
elszomorodik,ige
elszontyolodik,ige
elszór,ige
elszórakozik,ige
elszorít,ige
elszóródik,ige
elszórt,melléknév
elszorul,ige
elszökik,ige
elszöktet,ige
elszörnyed,ige
elszundikál,ige
elszundít,ige
elszunnyad,ige
elszunyókál,ige
elszűr,ige
elszürkül,ige
eltagad,ige
eltakar,ige
eltakarít,ige
eltakarodik,ige
eltalál,ige
eltanácsol,ige
eltáncol,ige
eltángál,ige
eltanít,ige
eltántorít,ige
eltántorodik,ige
eltántorog,ige
eltanul,ige
eltapos,ige
eltart,ige
eltartás,főnév
eltartott,főnév|melléknév
eltaszít,ige
eltát,ige
eltávolít,ige
eltávolodik,ige
eltávozás,főnév
eltávozik,ige
eltekint,ige
eltékozol,ige
eltel,ige
eltelik,ige
eltelte,főnév
eltemet,ige
eltemetkezik,ige
eltengődik,ige
eltép,ige
eltér,ige
elterebélyesedik,ige
eltereget,ige
elterel,ige
eltérés,főnév
elterít,ige
eltérít,ige
elterjed,ige
elterjedt,melléknév
elterjeszt,ige
eltérő,melléknév
elterül,ige
eltérül,ige
eltervel,ige
eltervez,ige
éltes,melléknév
eltestál,ige
eltesz,ige
éltet,ige
éltető,főnév|melléknév
eltetvesedik,ige
eltéved,ige
eltévelyedés,főnév
eltévelyedik,ige
eltevés,főnév
eltéveszt,ige
eltikkad,ige
eltikkaszt,ige
eltilt,ige
eltipor,ige
eltisztáz,ige
eltisztogat,ige
eltitkol,ige
eltojik,ige
eltol,ige
eltolódás,főnév
eltolódik,ige
eltoloncol,ige
eltompít,ige
eltompul,ige
eltompultság,főnév
eltorlaszol,ige
eltorzít,ige
eltorzul,ige
eltótosodik,ige
eltökél,ige
eltökélés,főnév
eltökélt,melléknév
eltökít,ige
eltölt,ige
eltöm,ige
eltömődik,ige
eltöpörödik,ige
eltöpreng,ige
eltör,ige
eltördel,ige
eltöredezik,ige
eltörik,ige
eltörlés,főnév
eltörődik,ige
eltöröl,ige
eltörölhetetlen,melléknév
eltörpül,ige
eltrafál,ige
eltréfál,ige
eltulajdonít,ige
eltúloz,ige
eltunyul,ige
eltussol,ige
eltűnés,főnév
eltűnik,ige
eltűnődik,ige
eltűnt,főnév|melléknév
eltüntet,ige
eltűr,ige
eltüzel,ige
elugat,ige
elugrik,ige
elújságol,ige
elun,ige
elundorít,ige
elundorodik,ige
eluralkodik,ige
elúszik,ige
elutasít,ige
elutazik,ige
elügyetlenkedik,ige
elül,ige|határozószó
elüldögél,ige
elüldöz,ige
elül-hátul,határozószó
elülhet,ige
elülnézet,főnév
elülső,melléknév
elülte,főnév
elültet,ige
elültöltő,melléknév
elüt,ige
elütő,melléknév
elűz,ige
élüzem,főnév
elv,főnév
élv,főnév
elvadít,ige
elvadul,ige
elvág,ige
elvágódik,ige
elvágólag,határozószó
elvágtat,ige
elvágyik,ige
elvakar,ige
elvakít,ige
elvakkant,ige
elvakul,ige
elvakult,melléknév
elválás,főnév
elválaszt,ige
elválasztás,főnév
elválaszthatatlan,melléknév
elválasztójel,főnév
elválhatatlan,melléknév
elválik,ige
elvállal,ige
elvált,ige|melléknév
elváltozás,főnév
elváltozik,ige
elváltoztat,ige
elvámol,ige
elvan,ige
elvár,ige
elvarázsol,ige
elvárosiasodik,ige
elvarr,ige
elvásárol,ige
elvásik,ige
elvbarát,főnév
elvégez,ige
elvégre,határozószó
elvégzés,főnév
elvégzetlen,melléknév
elvegyít,ige
elvegyül,ige
élve-halva,határozószó
elvékonyodik,ige
elvénhedik,ige
elvénül,ige
elver,ige
elvérez,ige
elvergődik,ige
elvermel,ige
elvérzik,ige
elvesz,ige
elveszett,főnév|melléknév
elveszít,ige
elveszt,ige
elveszteget,ige
elvesztés,főnév
elvet,ige
elvét,ige
élveteg,melléknév
elvetél,ige
elvétel,főnév
elvetemedett,melléknév
elvetemedik,ige
elvetemül,ige
elvetemült,melléknév
elvétés,főnév
elvetet,ige
elvetődik,ige
elvétve,határozószó
élvez,ige
elvezényel,ige
elvezet,ige
élvezet,főnév
elvezetés,főnév
élvezetes,melléknév
élvezhetetlen,melléknév
élvezhető,melléknév
élvező,főnév|melléknév
élvhajhászás,főnév
elvhűség,főnév
elvi,melléknév
elvigyorodik,ige
elviharzik,ige
elvilágiasodik,ige
elvilágít,ige
elvirágzik,ige
elvirít,ige
elvirul,ige
elvisel,ige
elviselhetetlen,melléknév
elviselt,melléknév
elvisz,ige
elvitat,ige
elvitathatatlan,melléknév
elvitel,főnév
elvitet,ige
elvitorlázik,ige
elvon,ige
élvonal,főnév
élvonalbeli,főnév|melléknév
elvonás,főnév
elvonatkozik,ige
elvonatkoztat,ige
elvonó,melléknév
elvont,melléknév
elvonul,ige
elvonulás,főnév
elvonultság,főnév
elvörösödik,ige
élvsóvár,melléknév
elvtárs,főnév
elvtársi,melléknév
elvtársias,melléknév
elvtársnő,főnév
elvtelen,melléknév
élvvágy,főnév
élvvágyó,melléknév
elzálogosít,ige
elzár,ige
elzarándokol,ige
elzárás,főnév
elzárkózás,főnév
elzárkózik,ige
elzárt,melléknév
elzártság,főnév
elzavar,ige
elzeng,ige
elzokog,ige
elzöldül,ige
elzúg,ige
elzúgat,ige
elzüllik,ige
elzsebel,ige
elzsibbad,ige
elzsibbaszt,ige
elzsidósodik,ige
elzsírosodik,ige
elzsongít,ige
email,főnév
emanáció,főnév
emancipáció,főnév
emancipál,ige
ember,főnév
emberábrázolás,főnév
emberáldozat,főnév
emberanyag,főnév
emberáradat,főnév
emberbarát,főnév
embercsempészés,főnév
emberélet,főnév
emberemlékezet,főnév
emberevő,főnév|melléknév
emberfaj,főnév
emberfajta,főnév
emberfej,főnév
emberfia,főnév
emberfő,főnév
emberföldrajz,főnév
emberfölötti,főnév|melléknév
embergyűlölő,főnév|melléknév
emberhalál,főnév
emberi,melléknév
emberies,melléknév
emberietlen,melléknév
emberiség,főnév
emberismeret,főnév
emberke,főnév
emberkerülő,főnév|melléknév
emberkor,főnév
emberlakta,melléknév
embermagasságú,melléknév
emberméréstan,főnév
embernyi,melléknév
embernyúzó,főnév|melléknév
emberölés,főnév
emberöltő,főnév
emberpalánta,főnév
emberpár,főnév
emberpiac,főnév
emberrablás,főnév
emberség,főnév
emberséges,melléknév
emberségtudó,melléknév
embersor,főnév
embersport,főnév
embersport-fogadás,főnév
emberszabású,melléknév
emberszeretet,főnév
emberszólás,főnév
embertan,főnév
embertárs,főnév
embertelen,melléknév
embertelenség,főnév
emberül,határozószó
embléma,főnév
embólia,főnév
embrió,főnév
eme,névmás
emel,ige
emelés,főnév
emelet,főnév
emeletes,melléknév
emeleti,melléknév
emelget,ige
emelint,ige
emelkedés,főnév
emelkedett,melléknév
emelkedik,ige
emelkedő,főnév|melléknév
emellett,határozószó
emelő,főnév|melléknév
emelődaru,főnév
emelőkar,főnév
emelőrúd,főnév
emelővas,főnév
emelt,melléknév
emeltyű,főnév
emelvény,főnév
émelyedik,ige
émelyeg,ige
émelygős,melléknév
émelyít,ige
émelyítő,melléknév
ementáli,főnév|melléknév
emerre,névmás|határozószó
emészt,ige
emésztés,főnév
emésztetlen,melléknév
emészthetetlen,melléknév
emésztő,főnév|melléknév
emésztődik,ige
emésztőgödör,főnév
emésztőnedv,főnév
emésztőszerv,főnév
emez,névmás
emfatikus,melléknév
emfázis,főnév
emiatt,határozószó
emide,határozószó
emigráció,főnév
emigrál,ige
emigráns,főnév|melléknév
emígy,határozószó
emilyen,névmás
eminencia,főnév
eminens,főnév|melléknév
eminnen,határozószó
eminnét,határozószó
emitt,határozószó
emleget,ige
emlék,főnév
emlékanyag,főnév
emlékbélyeg,főnév
emlékbeszéd,főnév
emlékbizottság,főnév
emlékérem,főnév
emlékest,főnév
emlékezés,főnév
emlékezet,főnév
emlékezetes,főnév|melléknév
emlékezik,ige
emlékező,melléknév
emlékeztet,ige
emlékeztető,főnév|melléknév
emlékirat,főnév
emlékjel,főnév
emlékkép,főnév
emlékkiállítás,főnév
emlékkönyv,főnév
emléklap,főnév
emlékmű,főnév
emlékoszlop,főnév
emlékpénz,főnév
emléksor,főnév
emlékszik,ige
emléktábla,főnév
emléktárgy,főnév
emlékünnep,főnév
emlékvers,főnév
emlékverseny,főnév
emléz,ige
említ,ige
említés,főnév
emlő,főnév
emlős,főnév
emlősállat,főnév
emm,főnév
emóció,főnév
emocionális,melléknév
emögé,határozószó
emögött,határozószó
empire,főnév|melléknév
empirikus,melléknév
empíriokriticizmus,főnév
empirizmus,főnév
emse,főnév
emu,főnév
emulzió,főnév
en,névmás
én,főnév|névmás
encián,főnév
enciklika,főnév
enciklopédia,főnév
enciklopédikus,melléknév
enciklopédista,főnév
encsembencsem,főnév|melléknév
endogámia,főnév
ének,főnév
énekbeszéd,főnév
énekbetét,főnév
énekegyüttes,főnév
énekel,ige
énekes,főnév|melléknév
énekeskönyv,főnév
énekesnő,főnév
énekhang,főnév
énekkar,főnév
éneklés,főnév
éneklő,főnév|melléknév
énekmondó,főnév
énekóra,főnév
énekpróba,főnév
énekszó,főnév
enélkül,határozószó
enemű,névmás
energia,főnév
energiaellátás,főnév
energiaforrás,főnév
energiagazdálkodás,főnév
energiapazarlás,főnév
energiatermelés,főnév
energikus,melléknév
enervált,melléknév
enged,ige
engedékeny,melléknév
engedelem,főnév
engedelmes,melléknév
engedelmeskedik,ige
engedelmesség,főnév
engedély,főnév
engedélyes,főnév|melléknév
engedélyez,ige
engedélyokirat,főnév
engedmény,főnév
engedményes,főnév|melléknév
engedményez,ige
engem,névmás
engesztel,ige
engesztelés,főnév
engesztelhetetlen,melléknév
engesztelő,melléknév
engesztelődés,főnév
engesztelődik,ige
enmagam,névmás
enn,főnév
ennek,névmás
ennél,névmás
ennélfogva,kötőszó
ennen,névmás
ennivaló,főnév|melléknév
entellektüel,főnév
enteriőr,főnév
enzim,főnév
enyeleg,ige
enyelgés,főnév
enyém,névmás
enyészet,főnév
enyészik,ige
enyh,főnév
enyhadó,melléknév
enyhe,melléknév
enyhely,főnév
enyheség,főnév
enyhít,ige
enyhítő,melléknév
enyhül,ige
enyhülés,főnév
enyim,névmás
enny,főnév
ennyi,névmás
enyv,főnév
enyves,melléknév
enyveskezű,melléknév
enyvez,ige
eolhárfa,főnév
eozin,főnév
ép,melléknév|határozószó
epe,főnév
epebaj,főnév
epebántalom,főnév
eped,ige
epedezik,ige
epegörcs,főnév
epehányás,főnév
epehólyag,főnév
epekedik,ige
epekő,főnév
epeömlés,főnév
eper,főnév
eperfa,főnév
epés,főnév|melléknév
epéskedik,ige
epeszt,ige
épeszű,melléknév
epidémia,főnév
epigon,főnév
epigramma,főnév
epigrammatikus,melléknév
epika,főnév
epikureizmus,főnév
epikus,főnév|melléknév
epilepszia,főnév
epileptikus,főnév|melléknév
epilógus,főnév
episztola,főnév
épít,ige
epitáfium,főnév
építés,főnév
építési,melléknév
építésügy,főnév
építésvezető,főnév
építész,főnév
építészet,főnév
építészmérnök,főnév
építkezés,főnév
építkezik,ige
építmény,főnév
építő,főnév|melléknév
építőanyag,főnév
építőipar,főnév
építőkocka,főnév
építőmester,főnév
építőmunka,főnév
építőmunkás,főnév
építőművészet,főnév
építőszekrény,főnév
epizód,főnév
épkézláb,melléknév|határozószó
eposz,főnév
épp,határozószó
éppakkora,névmás
éppannyi,névmás
éppen,határozószó
éppenséggel,határozószó
éppígy,határozószó
éppilyen,névmás|határozószó
éppoda,határozószó
éppolyan,névmás|határozószó
éppúgy,határozószó
epres,főnév|melléknév
eprészik,ige
épség,főnév
épül,ige
épülés,főnév
épület,főnév
épületasztalos,főnév
épületelem,főnév
épületes,melléknév
épületfa,főnév
épületlakatos,főnév
épületszárny,főnév
épülettömb,főnév
ér,ige|főnév
éra,főnév
érc,főnév
érces,melléknév
ércfedezet,főnév
ércmosó,főnév|melléknév
ércnem,főnév
ércpénz,főnév
érctermő,melléknév
ércsomó,főnév
erdei,melléknév
érdek,főnév
érdekel,ige
érdekellentét,főnév
érdekelt,főnév|melléknév
érdekeltség,főnév
érdekember,főnév
érdekes,főnév|melléknév
érdekesség,főnév
érdekfeszítő,melléknév
érdekházasság,főnév
érdekképviselet,főnév
érdekkör,főnév
érdekközösség,főnév
érdeklődés,főnév
érdeklődik,ige
érdekszféra,főnév
